Formula, something, somethingelse,Formula_mono_iso_wt_nat
C32H57N5O9,12,14,655.4156285
C14H33N10O7PS,12,14,516.1992007
C10H10N2,12,14,158.0843983
C22H29N3S2,12,14,399.1802893
C20H24N8O6,12,14,472.1818805
C35H44N4O16,12,14,776.2752314
C3H9NO,12,14,75.06841392
C10H13N3O5S,12,14,287.0575912
C14H10MgO6,12,14,298.03278
C10H14N5O10PS,12,14,427.0198989
C6H14FO3P,12,14,184.066459
C18H20O2,12,14,268.1463299
C19H25ClN2,12,14,316.1706265
C18H33ClN2O5S,12,14,424.1798706
C18H20O3,12,14,284.1412445
C16H22O10,12,14,374.1212969
C16H22O11,12,14,390.1162115
C18H20O4,12,14,300.1361591
C7H5NO3S,12,14,182.9990137
C18H20O5,12,14,316.1310738
C12H8N4O5,12,14,288.0494694
C7H11Cl2N3,12,14,207.0330028
C24H16O10,12,14,464.0743467
